Booking_ID,Booking_Date,Check_In_Date,Check_Out_Date,Nights_Stayed,Room_Type,Nightly_Rate_NGN,Discount_Percent,Discounted_Nightly_Rate_NGN,Total_Revenue_NGN,Client_Segment,Company_Name,Booking_Channel,Booking_Status,Guest_Nationality,Number_of_Guests,Payment_Method,Sales_Rep,Month,Year,Quarter_Old,Quarter
BK05754,2023-03-24,2023-03-26,2023-03-27,1,Standard,51724,15,43965,43965,Government,Federal Ministry of Works,Travel Agent,Completed,Nigerian,4,POS,Amaka Osei,March,2023,%Q,Q1
BK05755,2023-10-04,2023-11-12,2023-11-24,12,Presidential,268218,0,268218,3218616,Leisure,Individual Guest,Walk In,Completed,American,1,Cash,Emeka Okonkwo,November,2023,%Q,Q4
BK05756,2024-08-28,2024-09-15,2024-09-28,13,Deluxe,81615,5,77534,0,Corporate,Access Bank,Travel Agent,Cancelled,British,3,Credit Card,Chioma Eze,September,2024,%Q,Q3
BK05757,2024-03-06,2024-04-12,2024-04-18,6,Deluxe,85766,5,81478,488866,Corporate,Oando PLC,Corporate Agreement,Completed,French,3,Credit Card,Emeka Okonkwo,April,2024,%Q,Q2
BK05758,2024-07-24,2024-09-12,2024-09-25,13,Deluxe,76966,5,73118,950530,Leisure,Individual Guest,Corporate Agreement,Confirmed,South African,1,Bank Transfer,Emeka Okonkwo,September,2024,%Q,Q3
BK05759,2024-02-19,2024-04-17,2024-04-30,13,Suite,140218,5,133207,1731692,Leisure,Individual Guest,Direct,Completed,British,1,Cash,Emeka Okonkwo,April,2024,%Q,Q2
BK05760,2023-10-30,2023-11-28,2023-11-29,1,Presidential,303007,20,242406,242406,Corporate,Nestle Nigeria,Direct,Completed,Kenyan,3,Credit Card,Direct Booking,November,2023,%Q,Q4
BK05761,2024-05-14,2024-05-25,2024-06-01,7,Standard,61057,0,61057,427399,Corporate,Air Peace,Walk In,Completed,Nigerian,3,Bank Transfer,Chioma Eze,May,2024,%Q,Q2
BK05762,2023-12-20,2024-01-24,2024-01-29,5,Executive,120198,0,120198,600990,Leisure,Individual Guest,Direct,Completed,Indian,2,Corporate Account,Fatima Bello,January,2024,%Q,Q1
BK05763,2024-03-06,2024-03-31,2024-04-09,9,Standard,50221,0,50221,451989,MICE,UBA Group,Walk In,Completed,South African,3,Credit Card,Emeka Okonkwo,March,2024,%Q,Q1
BK05764,2023-11-19,2023-12-31,2024-01-11,11,Standard,47229,5,44868,493543,Corporate,Access Bank,Corporate Agreement,Completed,American,3,Credit Card,Chioma Eze,December,2023,%Q,Q4
BK05765,2023-11-18,2023-12-11,2023-12-21,10,Deluxe,70247,10,63222,632223,Corporate,FAAN,Corporate Agreement,Completed,Nigerian,3,POS,Chioma Eze,December,2023,%Q,Q4
BK05766,2023-11-24,2024-01-05,2024-01-16,11,Presidential,398792,0,398792,4386712,Corporate,Airtel Nigeria,Walk In,Confirmed,Nigerian,4,Credit Card,Amaka Osei,January,2024,%Q,Q1
BK05767,2024-10-04,2024-10-08,2024-10-16,8,Deluxe,94436,0,94436,755488,Group,Individual Guest,Direct,Confirmed,Nigerian,1,Bank Transfer,Tunde Adeyemi,October,2024,%Q,Q4
BK05768,2023-09-17,2023-10-21,2023-10-28,7,Executive,125902,0,125902,881314,Leisure,Individual Guest,Travel Agent,Confirmed,Nigerian,3,Corporate Account,Fatima Bello,October,2023,%Q,Q4
BK05769,2023-05-17,2023-06-29,2023-07-05,6,Suite,166373,0,166373,998238,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,1,POS,Tunde Adeyemi,June,2023,%Q,Q2
BK05770,2023-08-10,2023-09-30,2023-10-05,5,Standard,60072,15,51061,255306,Corporate,9mobile,Online Travel Agent,Completed,Nigerian,2,Credit Card,Direct Booking,September,2023,%Q,Q3
BK05771,2024-08-08,2024-08-10,2024-08-24,14,Executive,95603,10,86043,1204598,MICE,Flour Mills Nigeria,Corporate Agreement,Completed,Nigerian,2,Cash,Tunde Adeyemi,August,2024,%Q,Q3
BK05772,2024-08-28,2024-10-09,2024-10-19,10,Suite,125414,0,125414,1254140,Leisure,Individual Guest,Direct,Completed,Nigerian,1,Bank Transfer,Emeka Okonkwo,October,2024,%Q,Q4
BK05773,2024-05-04,2024-06-17,2024-06-21,4,Standard,59636,5,56654,226617,Leisure,Individual Guest,Direct,Completed,Nigerian,2,Credit Card,Chioma Eze,June,2024,%Q,Q2
BK05774,2023-10-07,2023-11-11,2023-11-15,4,Deluxe,75111,0,75111,300444,Group,Individual Guest,Travel Agent,Completed,Kenyan,4,Bank Transfer,Chioma Eze,November,2023,%Q,Q4
BK05775,2023-10-26,2023-11-08,2023-11-17,9,Executive,110442,15,93876,844881,Government,Nestle Nigeria,Direct,Completed,Nigerian,3,Corporate Account,Chioma Eze,November,2023,%Q,Q4
BK05776,2024-03-11,2024-05-09,2024-05-15,6,Standard,53158,0,53158,318948,Leisure,Individual Guest,Walk In,Completed,South African,3,POS,Amaka Osei,May,2024,%Q,Q2
BK05777,2023-01-27,2023-03-05,2023-03-09,4,Executive,101889,0,101889,407556,MICE,Unilever Nigeria,Direct,Completed,South African,1,Credit Card,Tunde Adeyemi,March,2023,%Q,Q1
BK05778,2023-01-11,2023-02-14,2023-02-24,10,Standard,64035,0,64035,640350,Leisure,Individual Guest,Travel Agent,Completed,Nigerian,1,Corporate Account,Fatima Bello,February,2023,%Q,Q1
BK05779,2024-04-30,2024-06-25,2024-07-03,8,Executive,128018,15,108815,870522,Corporate,Lagos State Government,Online Travel Agent,Completed,Nigerian,2,Cash,Tunde Adeyemi,June,2024,%Q,Q2
BK05780,2024-02-22,2024-03-26,2024-04-02,7,Suite,150642,15,128046,896320,Corporate,NNPC,Travel Agent,Completed,Nigerian,2,POS,Tunde Adeyemi,March,2024,%Q,Q1
BK05781,2024-05-19,2024-05-20,2024-05-26,6,Standard,64759,5,61521,369126,Corporate,Nigerian Ports Authority,Online Travel Agent,Confirmed,Nigerian,2,Cash,Fatima Bello,May,2024,%Q,Q2
BK05782,2023-05-31,2023-06-27,2023-06-29,2,Executive,98802,0,98802,197604,Group,Individual Guest,Direct,Completed,Nigerian,4,Cash,Amaka Osei,June,2023,%Q,Q2
BK05783,2024-11-25,2024-12-06,2024-12-11,5,Standard,52287,0,52287,261435,Group,Individual Guest,Online Travel Agent,Completed,British,3,Credit Card,Amaka Osei,December,2024,%Q,Q4
BK05784,2023-10-09,2023-10-24,2023-11-03,10,Presidential,350467,0,350467,0,Group,Individual Guest,Direct,Cancelled,Nigerian,3,Corporate Account,Amaka Osei,October,2023,%Q,Q4
BK05785,2023-06-12,2023-07-28,2023-08-01,4,Executive,108113,0,108113,432452,Group,Individual Guest,Walk In,Completed,American,4,Bank Transfer,Tunde Adeyemi,July,2023,%Q,Q3
BK05786,2024-06-01,2024-07-03,2024-07-09,6,Deluxe,84877,15,72145,432873,Government,NNPC,Online Travel Agent,Completed,Ghanaian,1,POS,Emeka Okonkwo,July,2024,%Q,Q3
BK05787,2024-09-28,2024-11-23,2024-12-04,11,Presidential,399417,0,399417,4393587,Leisure,Individual Guest,Corporate Agreement,Completed,American,1,Cash,Fatima Bello,November,2024,%Q,Q4
BK05788,2024-10-04,2024-11-16,2024-11-29,13,Suite,161782,0,161782,2103166,MICE,Julius Berger,Online Travel Agent,Completed,Nigerian,3,Corporate Account,Amaka Osei,November,2024,%Q,Q4
BK05789,2023-11-16,2023-11-21,2023-11-28,7,Standard,56375,20,45100,315700,Government,9mobile,Direct,Completed,Nigerian,1,POS,Chioma Eze,November,2023,%Q,Q4
BK05790,2024-04-28,2024-06-17,2024-06-24,7,Presidential,349911,10,314920,2204439,Government,Access Bank,Online Travel Agent,Completed,Nigerian,4,Bank Transfer,Emeka Okonkwo,June,2024,%Q,Q2
BK05791,2024-07-03,2024-08-29,2024-09-06,8,Standard,47594,0,47594,380752,Group,Individual Guest,Online Travel Agent,Completed,British,2,Corporate Account,Chioma Eze,August,2024,%Q,Q3
BK05792,2023-06-16,2023-07-10,2023-07-11,1,Standard,57264,0,57264,57264,Group,Individual Guest,Travel Agent,Completed,Nigerian,1,Corporate Account,Emeka Okonkwo,July,2023,%Q,Q3
BK05793,2023-09-09,2023-09-30,2023-10-04,4,Deluxe,83286,20,66629,266515,Government,Nestle Nigeria,Travel Agent,Completed,British,1,Corporate Account,Chioma Eze,September,2023,%Q,Q3
BK05794,2023-01-01,2023-01-02,2023-01-14,12,Deluxe,75672,5,71888,862661,Leisure,Individual Guest,Walk In,Confirmed,American,3,Credit Card,Tunde Adeyemi,January,2023,%Q,Q1
BK05795,2023-11-18,2024-01-10,2024-01-20,10,Deluxe,73946,15,62854,628541,Government,PZ Cussons,Travel Agent,Completed,Nigerian,1,POS,Chioma Eze,January,2024,%Q,Q1
BK05796,2024-02-08,2024-02-24,2024-03-07,12,Deluxe,72675,0,72675,872100,Leisure,Individual Guest,Direct,Completed,Nigerian,4,Cash,Direct Booking,February,2024,%Q,Q1
BK05797,2023-03-06,2023-03-10,2023-03-23,13,Presidential,351261,0,351261,4566393,MICE,Oando PLC,Corporate Agreement,Completed,British,2,POS,Emeka Okonkwo,March,2023,%Q,Q1
BK05798,2023-01-01,2023-01-21,2023-02-01,11,Suite,139344,0,139344,0,Leisure,Individual Guest,Online Travel Agent,Cancelled,Nigerian,3,Credit Card,Amaka Osei,January,2023,%Q,Q1
BK05799,2024-01-30,2024-03-29,2024-03-30,1,Presidential,380974,15,323828,0,Corporate,Nigerian Breweries,Corporate Agreement,No Show,Ghanaian,1,Cash,Chioma Eze,March,2024,%Q,Q1
BK05800,2024-01-09,2024-02-26,2024-03-02,5,Executive,102180,5,97071,485355,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,2,Cash,Fatima Bello,February,2024,%Q,Q1
BK05801,2024-07-08,2024-07-15,2024-07-27,12,Deluxe,72888,15,61955,743458,Corporate,Glo Mobile,Walk In,Completed,South African,1,POS,Chioma Eze,July,2024,%Q,Q3
BK05802,2023-05-16,2023-05-17,2023-05-30,13,Executive,129863,0,129863,1688219,MICE,9mobile,Online Travel Agent,Completed,Nigerian,2,Bank Transfer,Chioma Eze,May,2023,%Q,Q2
BK05803,2023-04-30,2023-06-15,2023-06-23,8,Executive,119828,0,119828,958624,Group,Individual Guest,Corporate Agreement,Confirmed,Nigerian,2,Corporate Account,Emeka Okonkwo,June,2023,%Q,Q2
BK05804,2023-05-25,2023-07-01,2023-07-09,8,Deluxe,94613,5,89882,719059,Group,Individual Guest,Direct,Completed,Nigerian,1,POS,Amaka Osei,July,2023,%Q,Q3
BK05805,2024-03-07,2024-03-26,2024-04-03,8,Deluxe,72141,0,72141,577128,Group,Individual Guest,Travel Agent,Confirmed,British,2,Corporate Account,Amaka Osei,March,2024,%Q,Q1
BK05806,2023-09-07,2023-10-30,2023-11-03,4,Executive,101739,5,96652,0,Corporate,Flour Mills Nigeria,Online Travel Agent,Cancelled,American,2,Cash,Chioma Eze,October,2023,%Q,Q4
BK05807,2024-03-26,2024-04-16,2024-04-20,4,Deluxe,92555,5,87927,351709,Corporate,Oando PLC,Online Travel Agent,Confirmed,Nigerian,2,POS,Fatima Bello,April,2024,%Q,Q2
BK05808,2023-04-22,2023-06-15,2023-06-21,6,Deluxe,81031,5,76979,461877,Corporate,Total Energies,Online Travel Agent,Completed,American,1,POS,Direct Booking,June,2023,%Q,Q2
BK05809,2023-08-08,2023-08-24,2023-09-02,9,Executive,102253,5,97140,874263,Corporate,Transcorp Hotels,Online Travel Agent,Completed,French,3,Corporate Account,Direct Booking,August,2023,%Q,Q3
BK05810,2023-04-27,2023-06-16,2023-06-19,3,Standard,50248,0,50248,150744,Airline Crew,Conoil,Online Travel Agent,Confirmed,British,2,Cash,Tunde Adeyemi,June,2023,%Q,Q2
BK05811,2023-05-30,2023-07-12,2023-07-16,4,Presidential,375455,0,375455,1501820,Group,Individual Guest,Online Travel Agent,Completed,South African,1,Cash,Tunde Adeyemi,July,2023,%Q,Q3
BK05812,2023-04-19,2023-05-09,2023-05-11,2,Executive,110721,10,99649,199298,Leisure,Individual Guest,Online Travel Agent,Completed,Nigerian,3,Corporate Account,Tunde Adeyemi,May,2023,%Q,Q2
BK05813,2023-12-12,2024-01-20,2024-02-01,12,Suite,160391,10,144352,1732223,Corporate,Transcorp Hotels,Travel Agent,Completed,Kenyan,3,Credit Card,Amaka Osei,January,2024,%Q,Q1
BK05814,2023-10-30,2023-11-19,2023-12-01,12,Deluxe,92815,20,74252,891024,Corporate,FAAN,Direct,Completed,Kenyan,2,Cash,Fatima Bello,November,2023,%Q,Q4
BK05815,2023-07-02,2023-08-03,2023-08-05,2,Presidential,387716,10,348944,697889,Group,Individual Guest,Walk In,Confirmed,Nigerian,2,Cash,Tunde Adeyemi,August,2023,%Q,Q3
BK05816,2023-01-31,2023-02-05,2023-02-15,10,Standard,56113,10,50502,505017,Corporate,Unilever Nigeria,Direct,Completed,British,1,Corporate Account,Emeka Okonkwo,February,2023,%Q,Q1
BK05817,2024-10-13,2024-11-24,2024-11-29,5,Presidential,279836,15,237861,1189303,Corporate,Flour Mills Nigeria,Walk In,Completed,Nigerian,4,Cash,Direct Booking,November,2024,%Q,Q4
BK05818,2023-12-17,2023-12-28,2023-12-30,2,Executive,126619,0,126619,253238,Group,Individual Guest,Corporate Agreement,Completed,Indian,3,Corporate Account,Amaka Osei,December,2023,%Q,Q4
BK05819,2023-12-11,2023-12-23,2023-12-25,2,Presidential,315082,15,267820,535639,Corporate,Nigerian Ports Authority,Travel Agent,Completed,Nigerian,3,POS,Chioma Eze,December,2023,%Q,Q4
BK05820,2023-11-14,2023-12-05,2023-12-07,2,Presidential,290246,10,261221,522443,Corporate,Lafarge Africa,Corporate Agreement,Completed,German,1,Corporate Account,Emeka Okonkwo,December,2023,%Q,Q4
BK05821,2024-07-07,2024-08-04,2024-08-11,7,Executive,118857,0,118857,831999,Group,Individual Guest,Direct,Completed,British,2,Credit Card,Fatima Bello,August,2024,%Q,Q3
BK05822,2023-09-03,2023-09-22,2023-09-24,2,Executive,126834,0,126834,253668,MICE,FAAN,Corporate Agreement,Completed,Nigerian,3,Credit Card,Fatima Bello,September,2023,%Q,Q3
BK05823,2024-08-01,2024-09-21,2024-09-23,2,Suite,162114,10,145903,291805,Leisure,Individual Guest,Walk In,Completed,South African,1,Credit Card,Direct Booking,September,2024,%Q,Q3
BK05824,2023-07-02,2023-08-19,2023-08-21,2,Standard,57805,10,52024,104049,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,4,Corporate Account,Chioma Eze,August,2023,%Q,Q3
BK05825,2024-03-29,2024-04-06,2024-04-10,4,Standard,59991,15,50992,203969,Corporate,Access Bank,Online Travel Agent,Completed,Nigerian,2,POS,Amaka Osei,April,2024,%Q,Q2
BK05826,2024-07-11,2024-09-09,2024-09-17,8,Standard,61526,0,61526,492208,Group,Individual Guest,Direct,Completed,Nigerian,4,POS,Tunde Adeyemi,September,2024,%Q,Q3
BK05827,2023-01-01,2023-01-22,2023-01-28,6,Suite,125062,0,125062,750372,Leisure,Individual Guest,Travel Agent,Completed,British,3,POS,Chioma Eze,January,2023,%Q,Q1
BK05828,2023-04-18,2023-05-06,2023-05-14,8,Deluxe,82795,5,78655,629242,Corporate,Nestle Nigeria,Online Travel Agent,Confirmed,Nigerian,2,Bank Transfer,Chioma Eze,May,2023,%Q,Q2
BK05829,2024-05-30,2024-06-20,2024-07-01,11,Presidential,398297,0,398297,4381267,Group,Individual Guest,Corporate Agreement,Completed,Nigerian,2,Bank Transfer,Amaka Osei,June,2024,%Q,Q2
BK05830,2024-03-22,2024-04-08,2024-04-19,11,Deluxe,72861,5,69218,761397,Leisure,Individual Guest,Direct,Completed,Nigerian,3,Credit Card,Fatima Bello,April,2024,%Q,Q2
BK05831,2023-01-01,2023-02-07,2023-02-21,14,Standard,49938,5,47441,664175,Leisure,Individual Guest,Corporate Agreement,Completed,British,2,Corporate Account,Direct Booking,February,2023,%Q,Q1
BK05832,2023-07-12,2023-08-22,2023-08-24,2,Suite,123446,10,111101,222203,Leisure,Individual Guest,Online Travel Agent,Confirmed,Nigerian,2,Cash,Amaka Osei,August,2023,%Q,Q3
BK05833,2023-11-21,2024-01-03,2024-01-17,14,Executive,96209,0,96209,1346926,Airline Crew,Airtel Nigeria,Direct,Completed,Ghanaian,2,Credit Card,Chioma Eze,January,2024,%Q,Q1
BK05834,2023-11-11,2024-01-04,2024-01-14,10,Presidential,323374,10,291037,2910366,MICE,Honeywell Group,Corporate Agreement,Completed,Nigerian,3,Corporate Account,Direct Booking,January,2024,%Q,Q1
BK05835,2024-12-07,2024-12-11,2024-12-16,5,Deluxe,72637,0,72637,363185,Corporate,UBA Group,Direct,Completed,British,4,Credit Card,Direct Booking,December,2024,%Q,Q4
BK05836,2024-12-14,2024-12-23,2024-12-30,7,Executive,104384,5,99165,694154,Corporate,Nestle Nigeria,Corporate Agreement,Completed,Ghanaian,1,Bank Transfer,Emeka Okonkwo,December,2024,%Q,Q4
BK05837,2024-04-19,2024-06-14,2024-06-27,13,Presidential,374316,15,318169,4136192,Corporate,Airtel Nigeria,Travel Agent,Completed,Nigerian,3,POS,Fatima Bello,June,2024,%Q,Q2
BK05838,2023-12-17,2024-01-18,2024-01-23,5,Executive,97929,10,88136,440680,Group,Individual Guest,Online Travel Agent,Confirmed,Nigerian,3,Corporate Account,Chioma Eze,January,2024,%Q,Q1
BK05839,2023-07-20,2023-09-08,2023-09-21,13,Presidential,342396,5,325276,4228591,Leisure,Individual Guest,Online Travel Agent,Confirmed,Nigerian,4,POS,Chioma Eze,September,2023,%Q,Q3
BK05840,2024-02-17,2024-03-26,2024-04-04,9,Suite,135126,0,135126,1216134,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,2,POS,Tunde Adeyemi,March,2024,%Q,Q1
BK05841,2023-07-27,2023-08-21,2023-09-01,11,Standard,63699,0,63699,700689,Leisure,Individual Guest,Corporate Agreement,Confirmed,Nigerian,1,Corporate Account,Fatima Bello,August,2023,%Q,Q3
BK05842,2024-02-03,2024-03-24,2024-04-04,11,Suite,128681,5,122247,1344716,MICE,Julius Berger,Online Travel Agent,Completed,Nigerian,2,Bank Transfer,Fatima Bello,March,2024,%Q,Q1
BK05843,2023-03-19,2023-03-23,2023-03-31,8,Presidential,363589,10,327230,2617841,Corporate,Air Peace,Walk In,Completed,South African,1,Credit Card,Direct Booking,March,2023,%Q,Q1
BK05844,2024-02-09,2024-02-28,2024-03-05,6,Suite,144762,5,137524,0,Corporate,FAAN,Online Travel Agent,Cancelled,South African,1,Credit Card,Emeka Okonkwo,February,2024,%Q,Q1
BK05845,2024-08-06,2024-09-25,2024-09-28,3,Deluxe,75766,20,60613,181838,Corporate,Dangote Group,Walk In,Completed,Nigerian,4,Credit Card,Amaka Osei,September,2024,%Q,Q3
BK05846,2024-06-16,2024-08-07,2024-08-16,9,Deluxe,71004,5,67454,607084,Corporate,Seplat Energy,Corporate Agreement,Completed,Nigerian,1,Bank Transfer,Direct Booking,August,2024,%Q,Q3
BK05847,2023-08-05,2023-08-26,2023-08-30,4,Executive,109268,10,98341,393365,Group,Individual Guest,Corporate Agreement,Completed,Nigerian,2,Bank Transfer,Amaka Osei,August,2023,%Q,Q3
BK05848,2023-03-21,2023-05-13,2023-05-23,10,Presidential,284022,5,269821,2698209,Group,Individual Guest,Direct,Completed,Nigerian,3,Cash,Amaka Osei,May,2023,%Q,Q2
BK05849,2023-10-01,2023-10-01,2023-10-13,12,Presidential,334371,20,267497,3209962,Corporate,Transcorp Hotels,Corporate Agreement,Completed,Nigerian,2,Credit Card,Amaka Osei,October,2023,%Q,Q4
BK05850,2023-03-24,2023-05-18,2023-05-22,4,Executive,122691,0,122691,490764,Group,Individual Guest,Online Travel Agent,Completed,Nigerian,2,POS,Emeka Okonkwo,May,2023,%Q,Q2
BK05851,2023-09-02,2023-09-02,2023-09-11,9,Standard,52146,10,46931,422383,Government,Julius Berger,Walk In,Completed,South African,4,Credit Card,Direct Booking,September,2023,%Q,Q3
BK05852,2023-09-04,2023-11-03,2023-11-15,12,Standard,54301,10,48871,586451,Leisure,Individual Guest,Corporate Agreement,Completed,French,3,Bank Transfer,Emeka Okonkwo,November,2023,%Q,Q4
BK05853,2023-04-14,2023-04-21,2023-04-30,9,Standard,45382,0,45382,408438,Leisure,Individual Guest,Corporate Agreement,Completed,American,2,POS,Tunde Adeyemi,April,2023,%Q,Q2
BK05854,2023-07-14,2023-08-30,2023-09-01,2,Presidential,378563,0,378563,757126,Group,Individual Guest,Walk In,Completed,Nigerian,2,POS,Direct Booking,August,2023,%Q,Q3
BK05855,2023-01-01,2023-02-12,2023-02-14,2,Standard,63335,0,63335,126670,Leisure,Individual Guest,Direct,Completed,Nigerian,2,Credit Card,Tunde Adeyemi,February,2023,%Q,Q1
BK05856,2024-09-18,2024-10-31,2024-11-14,14,Executive,114660,0,114660,1605240,Airline Crew,Seplat Energy,Travel Agent,Completed,Nigerian,1,Cash,Chioma Eze,October,2024,%Q,Q4
BK05857,2024-05-23,2024-06-05,2024-06-14,9,Suite,169915,10,152924,0,Government,Flour Mills Nigeria,Direct,Cancelled,Nigerian,3,POS,Chioma Eze,June,2024,%Q,Q2
BK05858,2024-05-01,2024-05-22,2024-05-31,9,Presidential,318924,0,318924,2870316,Leisure,Individual Guest,Direct,Completed,British,1,Credit Card,Fatima Bello,May,2024,%Q,Q2
BK05859,2024-08-17,2024-09-09,2024-09-11,2,Executive,99490,0,99490,198980,Leisure,Individual Guest,Direct,Confirmed,Nigerian,2,Corporate Account,Fatima Bello,September,2024,%Q,Q3
BK05860,2023-11-13,2023-11-14,2023-11-16,2,Deluxe,79857,15,67878,135757,Corporate,Conoil,Corporate Agreement,Completed,Nigerian,2,Corporate Account,Amaka Osei,November,2023,%Q,Q4
BK05861,2024-07-09,2024-07-27,2024-08-01,5,Standard,62962,0,62962,314810,Leisure,Individual Guest,Travel Agent,Completed,Ghanaian,4,POS,Fatima Bello,July,2024,%Q,Q3
BK05862,2024-10-09,2024-12-07,2024-12-15,8,Executive,129946,10,116951,0,Leisure,Individual Guest,Walk In,Cancelled,Nigerian,2,Cash,Amaka Osei,December,2024,%Q,Q4
BK05863,2024-03-30,2024-05-19,2024-05-25,6,Presidential,273098,10,245788,1474729,Corporate,Access Bank,Travel Agent,Completed,Nigerian,2,Bank Transfer,Direct Booking,May,2024,%Q,Q2
BK05864,2024-08-18,2024-08-29,2024-09-09,11,Deluxe,71551,0,71551,787061,Leisure,Individual Guest,Online Travel Agent,Confirmed,British,3,Bank Transfer,Chioma Eze,August,2024,%Q,Q3
BK05865,2024-05-31,2024-06-01,2024-06-10,9,Standard,55157,0,55157,496413,Group,Individual Guest,Direct,Completed,Nigerian,1,POS,Emeka Okonkwo,June,2024,%Q,Q2
BK05866,2023-01-26,2023-02-14,2023-02-23,9,Presidential,337614,0,337614,3038526,Group,Individual Guest,Corporate Agreement,Confirmed,Nigerian,1,Credit Card,Chioma Eze,February,2023,%Q,Q1
BK05867,2024-03-13,2024-05-05,2024-05-09,4,Standard,62161,0,62161,248644,MICE,Seplat Energy,Direct,Completed,Nigerian,3,POS,Tunde Adeyemi,May,2024,%Q,Q2
BK05868,2023-04-15,2023-04-29,2023-05-03,4,Deluxe,80538,5,76511,306044,Leisure,Individual Guest,Direct,Confirmed,Chinese,4,Credit Card,Amaka Osei,April,2023,%Q,Q2
BK05869,2023-01-07,2023-01-16,2023-01-17,1,Deluxe,77029,10,69326,0,Corporate,Nestle Nigeria,Travel Agent,Cancelled,Kenyan,4,Credit Card,Emeka Okonkwo,January,2023,%Q,Q1
BK05870,2024-09-30,2024-11-16,2024-11-18,2,Suite,151022,10,135920,0,Government,Julius Berger,Walk In,Cancelled,Kenyan,4,Bank Transfer,Chioma Eze,November,2024,%Q,Q4
BK05871,2023-10-26,2023-11-16,2023-11-20,4,Suite,134407,0,134407,537628,MICE,GTCO,Direct,Completed,South African,2,POS,Direct Booking,November,2023,%Q,Q4
BK05872,2023-12-01,2023-12-21,2024-01-01,11,Executive,113766,0,113766,1251426,Group,Individual Guest,Corporate Agreement,Completed,Nigerian,3,Bank Transfer,Tunde Adeyemi,December,2023,%Q,Q4
BK05873,2023-06-30,2023-08-11,2023-08-12,1,Suite,155882,0,155882,155882,MICE,Unilever Nigeria,Online Travel Agent,Completed,Nigerian,4,Bank Transfer,Chioma Eze,August,2023,%Q,Q3
BK05874,2024-08-16,2024-09-08,2024-09-11,3,Presidential,258756,5,245818,737455,Group,Individual Guest,Corporate Agreement,Completed,British,2,Cash,Fatima Bello,September,2024,%Q,Q3
BK05875,2023-07-07,2023-07-20,2023-07-24,4,Standard,50772,10,45695,182779,MICE,Lafarge Africa,Online Travel Agent,Completed,Kenyan,4,Cash,Chioma Eze,July,2023,%Q,Q3
BK05876,2023-11-04,2023-12-16,2023-12-30,14,Standard,50122,20,40098,561366,Government,MTN Nigeria,Direct,Completed,Nigerian,4,Cash,Direct Booking,December,2023,%Q,Q4
BK05877,2024-09-27,2024-11-22,2024-12-02,10,Deluxe,84742,0,84742,847420,Leisure,Individual Guest,Travel Agent,Confirmed,Indian,4,Cash,Direct Booking,November,2024,%Q,Q4
BK05878,2023-03-07,2023-03-19,2023-03-28,9,Suite,177570,20,142056,0,Government,Nigerian Breweries,Direct,No Show,Nigerian,1,Cash,Amaka Osei,March,2023,%Q,Q1
BK05879,2024-02-12,2024-04-09,2024-04-19,10,Presidential,309196,0,309196,3091960,Corporate,MTN Nigeria,Online Travel Agent,Completed,Nigerian,1,Corporate Account,Direct Booking,April,2024,%Q,Q2
BK05880,2023-01-01,2023-02-01,2023-02-10,9,Deluxe,73597,0,73597,662373,MICE,Seplat Energy,Online Travel Agent,Completed,British,2,Corporate Account,Fatima Bello,February,2023,%Q,Q1
BK05881,2023-03-16,2023-04-08,2023-04-14,6,Deluxe,91316,0,91316,547896,MICE,Oando PLC,Online Travel Agent,Completed,Nigerian,4,Credit Card,Chioma Eze,April,2023,%Q,Q2
BK05882,2023-06-29,2023-07-09,2023-07-20,11,Suite,121508,20,97206,1069270,Government,Dangote Group,Online Travel Agent,Confirmed,Nigerian,1,Cash,Direct Booking,July,2023,%Q,Q3
BK05883,2023-08-20,2023-08-22,2023-08-28,6,Standard,51063,10,45957,275740,Corporate,Transcorp Hotels,Direct,Completed,Indian,4,POS,Fatima Bello,August,2023,%Q,Q3
BK05884,2024-09-07,2024-10-22,2024-10-30,8,Presidential,318468,0,318468,2547744,MICE,Guinness Nigeria,Corporate Agreement,Completed,Chinese,4,Credit Card,Amaka Osei,October,2024,%Q,Q4
BK05885,2023-05-26,2023-07-05,2023-07-07,2,Suite,158365,15,134610,269220,Corporate,GTCO,Corporate Agreement,Confirmed,Chinese,3,Cash,Direct Booking,July,2023,%Q,Q3
BK05886,2024-03-18,2024-04-24,2024-05-05,11,Deluxe,85889,0,85889,944779,Group,Individual Guest,Travel Agent,Completed,Ghanaian,2,POS,Tunde Adeyemi,April,2024,%Q,Q2
BK05887,2023-10-29,2023-12-21,2023-12-27,6,Standard,57020,0,57020,342120,Group,Individual Guest,Travel Agent,Completed,Ghanaian,2,Credit Card,Direct Booking,December,2023,%Q,Q4
BK05888,2023-10-08,2023-10-24,2023-10-28,4,Presidential,321421,0,321421,1285684,Leisure,Individual Guest,Corporate Agreement,Completed,French,4,Corporate Account,Tunde Adeyemi,October,2023,%Q,Q4
BK05889,2023-10-11,2023-10-26,2023-10-30,4,Executive,108518,20,86814,347258,Corporate,Flour Mills Nigeria,Direct,Completed,British,1,Bank Transfer,Tunde Adeyemi,October,2023,%Q,Q4
